id,verb,meaning,model,model_output,model_suffix,human_majority_form,human_majority_form_count,human_supported_forms,human_majority_suffix,human_majority_suffix_count,human_attested_suffixes,human_num_distinct_forms,human_num_distinct_suffixes,exact_majority_match,form_in_human_supported_set,suffix_matches_majority,suffix_attested_by_humans,divergence_type
13,вуляжить,спать на животе,qwen,вуляжник,"-ник (-еник, -ик)",вуляжитель,5.0,вулец; Вуляж; Вуляжа; Вуляжака; Вуляжер; вуляжик; Вуляжиль; Вуляжист; вуляжитель; Вуляжник; вуляжун; Вуляжчик; Вуляха; Вуляцист,-тель,5.0,"-ец (-нец); другое; -ка; -ер (-ор); -ник (-еник, -ик); -ист; -тель; -ун; -щик (-чик)",14.0,9.0,0,1,0,1,human_supported_non_majority_form
13,вуляжить,спать на животе,mistral,вуляжник,"-ник (-еник, -ик)",вуляжитель,5.0,вулец; Вуляж; Вуляжа; Вуляжака; Вуляжер; вуляжик; Вуляжиль; Вуляжист; вуляжитель; Вуляжник; вуляжун; Вуляжчик; Вуляха; Вуляцист,-тель,5.0,"-ец (-нец); другое; -ка; -ер (-ор); -ник (-еник, -ик); -ист; -тель; -ун; -щик (-чик)",14.0,9.0,0,1,0,1,human_supported_non_majority_form
13,вуляжить,спать на животе,claude,вуляжник,"-ник (-еник, -ик)",вуляжитель,5.0,вулец; Вуляж; Вуляжа; Вуляжака; Вуляжер; вуляжик; Вуляжиль; Вуляжист; вуляжитель; Вуляжник; вуляжун; Вуляжчик; Вуляха; Вуляцист,-тель,5.0,"-ец (-нец); другое; -ка; -ер (-ор); -ник (-еник, -ик); -ист; -тель; -ун; -щик (-чик)",14.0,9.0,0,1,0,1,human_supported_non_majority_form
13,вуляжить,спать на животе,yandex,вуляжатель,-тель,вуляжитель,5.0,вулец; Вуляж; Вуляжа; Вуляжака; Вуляжер; вуляжик; Вуляжиль; Вуляжист; вуляжитель; Вуляжник; вуляжун; Вуляжчик; Вуляха; Вуляцист,-тель,5.0,"-ец (-нец); другое; -ка; -ер (-ор); -ник (-еник, -ик); -ист; -тель; -ун; -щик (-чик)",14.0,9.0,0,0,1,1,new_form_attested_suffix
13,вуляжить,спать на животе,alice,вуляжник,"-ник (-еник, -ик)",вуляжитель,5.0,вулец; Вуляж; Вуляжа; Вуляжака; Вуляжер; вуляжик; Вуляжиль; Вуляжист; вуляжитель; Вуляжник; вуляжун; Вуляжчик; Вуляха; Вуляцист,-тель,5.0,"-ец (-нец); другое; -ка; -ер (-ор); -ник (-еник, -ик); -ист; -тель; -ун; -щик (-чик)",14.0,9.0,0,1,0,1,human_supported_non_majority_form
14,жойкать,поймать предмет ртом,qwen,жойкун,-ун,жойкатель,6.0,Жойка; Жойкальщик; Жойкарь; жойкатель; Жойкач/жойкич; жойкер; Жойкист; жойковец/жойкец; жойкун; Жойкунчик; Жойкщик/жойкщица,-тель,6.0,-ка; -льщик; -арь; -тель; -щик (-чик); -ер (-ор); -ист; -ец (-нец); -ун,11.0,9.0,0,1,0,1,human_supported_non_majority_form
14,жойкать,поймать предмет ртом,mistral,жойщик,-щик (-чик),жойкатель,6.0,Жойка; Жойкальщик; Жойкарь; жойкатель; Жойкач/жойкич; жойкер; Жойкист; жойковец/жойкец; жойкун; Жойкунчик; Жойкщик/жойкщица,-тель,6.0,-ка; -льщик; -арь; -тель; -щик (-чик); -ер (-ор); -ист; -ец (-нец); -ун,11.0,9.0,0,0,0,1,new_form_attested_suffix
14,жойкать,поймать предмет ртом,claude,жойкала,-л(о) (-л(а)),жойкатель,6.0,Жойка; Жойкальщик; Жойкарь; жойкатель; Жойкач/жойкич; жойкер; Жойкист; жойковец/жойкец; жойкун; Жойкунчик; Жойкщик/жойкщица,-тель,6.0,-ка; -льщик; -арь; -тель; -щик (-чик); -ер (-ор); -ист; -ец (-нец); -ун,11.0,9.0,0,0,0,0,new_form_unattested_suffix
14,жойкать,поймать предмет ртом,yandex,жойкач (хорошо жойкает) / жойкатель (просто/часто жойкает),-тель,жойкатель,6.0,Жойка; Жойкальщик; Жойкарь; жойкатель; Жойкач/жойкич; жойкер; Жойкист; жойковец/жойкец; жойкун; Жойкунчик; Жойкщик/жойкщица,-тель,6.0,-ка; -льщик; -арь; -тель; -щик (-чик); -ер (-ор); -ист; -ец (-нец); -ун,11.0,9.0,0,0,1,1,new_form_attested_suffix
14,жойкать,поймать предмет ртом,alice,жойкатель,-тель,жойкатель,6.0,Жойка; Жойкальщик; Жойкарь; жойкатель; Жойкач/жойкич; жойкер; Жойкист; жойковец/жойкец; жойкун; Жойкунчик; Жойкщик/жойкщица,-тель,6.0,-ка; -льщик; -арь; -тель; -щик (-чик); -ер (-ор); -ист; -ец (-нец); -ун,11.0,9.0,1,1,1,1,exact_majority_match
15,идрать,ходить на носочках,qwen,идропатик,другое,идратель/идраитель/идративатель,12.0,идрак; идратель/идраитель/идративатель; идрашка; Идрающий; Идрец; Идрила; Идрун; идрун/идрок; идрущик,-тель,12.0,другое; -тель; -ка; другое; -ец (-нец); -л(о) (-л(а)); -ун; -ок; -щик (-чик),9.0,8.0,0,0,0,1,new_form_attested_suffix
15,идрать,ходить на носочках,mistral,идратель,-тель,идратель/идраитель/идративатель,12.0,идрак; идратель/идраитель/идративатель; идрашка; Идрающий; Идрец; Идрила; Идрун; идрун/идрок; идрущик,-тель,12.0,другое; -тель; -ка; другое; -ец (-нец); -л(о) (-л(а)); -ун; -ок; -щик (-чик),9.0,8.0,1,1,1,1,exact_majority_match
15,идрать,ходить на носочках,claude,идрун,-ун,идратель/идраитель/идративатель,12.0,идрак; идратель/идраитель/идративатель; идрашка; Идрающий; Идрец; Идрила; Идрун; идрун/идрок; идрущик,-тель,12.0,другое; -тель; -ка; другое; -ец (-нец); -л(о) (-л(а)); -ун; -ок; -щик (-чик),9.0,8.0,0,1,0,1,human_supported_non_majority_form
15,идрать,ходить на носочках,yandex,идратист / идратчик (часто идрает),-ист,идратель/идраитель/идративатель,12.0,идрак; идратель/идраитель/идративатель; идрашка; Идрающий; Идрец; Идрила; Идрун; идрун/идрок; идрущик,-тель,12.0,другое; -тель; -ка; другое; -ец (-нец); -л(о) (-л(а)); -ун; -ок; -щик (-чик),9.0,8.0,0,0,0,0,new_form_unattested_suffix
15,идрать,ходить на носочках,alice,идральщик,-льщик,идратель/идраитель/идративатель,12.0,идрак; идратель/идраитель/идративатель; идрашка; Идрающий; Идрец; Идрила; Идрун; идрун/идрок; идрущик,-тель,12.0,другое; -тель; -ка; другое; -ец (-нец); -л(о) (-л(а)); -ун; -ок; -щик (-чик),9.0,8.0,0,0,0,0,new_form_unattested_suffix
16,куртать,есть макароны вниз головой,qwen,куртунчик,-щик (-чик),куртатель,8.0,Курталец/куртанец; куртальщик; куртатель; Куртатка; Курташ/куртач; Куртец; Куртильщик; куртун/куртан; куртящик,-тель,8.0,-ец (-нец); -льщик; -тель; -ка; -щик (-чик); -ун,9.0,6.0,0,0,0,1,new_form_attested_suffix
